hour_id,date,group,mission_time,text,person,words_count
14356800,14355152,Earth,02:06:55:32,Roger.,CC,1
14356800,14355046,Earth,02:06:57:18,Roger.,CC,1
14356800,14355026,Earth,02:06:57:38,Roger.,CC,1
14356800,14355004,Spacecraft,02:06:58:00,Okay.,CMP,1
14356800,14354994,Earth,02:06:58:10,Roger.,CC,1
14356800,14354962,Spacecraft,02:06:58:42,Okay.,CMP,1
14356800,14354747,Earth,02:07:02:17,Roger.,CC,1
14356800,14354267,Earth,02:07:10:17,Roger.,CC,1
14356800,14353662,Spacecraft,02:07:20:22,...,SC,1
14356800,14353649,Earth,02:07:20:35,Roger.,CC,1
14356800,14353591,Earth,02:07:21:33,Roger.,CC,1
14356800,14353553,Spacecraft,02:07:22:11,Roger.,CDR,1
14356800,14353542,Spacecraft,02:07:22:22,Roger.,CDR,1
14353200,14350990,Spacecraft,02:08:04:54,"Houston, did you want us to test the cameras in the LM and - I was wondering about that. I saw it in the flight plan, but I'm just wondering if you want to do that on CSM power, or do you want us to take both of the 16mm cameras back in the CSM and test them there? Over.",LMP,60
14353200,14350937,Earth,02:08:05:47,"11, Houston. On that TV, our commentary - The monitor I was looking at was delayed about 12 seconds, 12 to 15 seconds while it went through our color converter. It was probably - You thought I was crazy, but we were looking at it 15 seconds after you broadcast it. 11, Houston - -",CC,55
14353200,14352126,Spacecraft,02:07:45:58,"Yes, I think it'd probably be best, since we've done SPS burn, to put it back over the instrument panel instead of putting it up over the PLSS on the recharge station. Would you care to comment on that one? We could do either just as easily.",LMP,47
14353200,14352369,Spacecraft,02:07:41:55,"Just saying hello. On the LCG sight gage, you got about - oh, it looks like the white mark that's in the plunger is about a quarter to three-eighths inch out into the green away from the red. Is that what you'd like to see? Over.",LMP,46
14353200,14353013,Earth,02:07:31:11,"We can see the LM umbilical connection quite well there, Buzz. We see you zooming in on one of the decals now. It's, ""To reset, unlatch handle; latch behind grip and pull back two full strokes."" That's about all we can make out.",CC,43
14353200,14350071,Spacecraft,02:08:20:13,"It looks pretty good, as well as I can tell without the gear extended. I can't get a real definitive answer, but you couldn't fix it any place to see much more out of the window without hand-holding it for the whole time.",LMP,43
14353200,14350848,Spacecraft,02:08:07:16,"Houston, we're showing you something that came out of the Commander's checklist stowage packet. It's got a 16-millimeter camera in it, and it's got this little cylinder; and I guess - I don't understand what it is. Maybe you can tell us.",LMP,42
14353200,14352260,Earth,02:07:43:44,"It made it really super. The lighting is excellent in the - in the LM right now. We can make out the AOT, the ISA, and the left-hand window - there's a little glare off of that, but the LMP",CC,40
14353200,14351168,Earth,02:08:01:56,"11, Houston. We can make out the markings on the panel. We read SYSTEM A ASCENT FUEL, ASCENT OXIDIZER. Quad 1, quad 4. The - It's really unbelievable, the definition we're getting down here off that little camera. Over.",CC,39
14353200,14352656,Earth,02:07:37:08,"Buzz, the view in through your - by your right - left shoulder there is so good we can see the ascent engine cover, the Velcro on it, and that's about all we can make out right now.",CC,38
14353200,14351964,Earth,02:07:48:40,"11, Houston. That moment - a moment ago, we had a good shot of your PLSS, Buzz, and the two helmet stowage bags. Down behind your left shoulder, Buzz, we have the - the DSKY and the ACA.",CC,38
14353200,14351580,Earth,02:07:55:04,"Apollo 11, Houston. As far as the window shades go in this LM, there's nothing except for crew comfort. I don't think we've got any systems problem. Be sure to put them back up when you egress. Over.",CC,38
14353200,14351466,Spacecraft,02:07:56:58,"There wasn't very much debris in the command module or the LM. We found very few loose particles of bolts, nuts, and screws and lint and things. Very few in each spacecraft. They were very clean.",LMP,36
14353200,14351106,Earth,02:08:02:58,"11, Houston. We see the cross-feed barber pole, and we have the Velcro patches back up to the RCS systems now. We can see the markings on the meters, green and red bands, in limits.",CC,35
14353200,14352439,Earth,02:07:40:45,"I think now I see the utility light still in the stowage bag. Hey, that's a great shot right there. We see you in there. Guess that's Neil and Mike. Better be, anyway.",CC,33
14353200,14351690,Spacecraft,02:07:53:14,"Okay. And the left detent, I can see the AO - or the rendezvous radar, and I move to the forward detent and that's about all I've got. I'm looking eyeball to eyeball.",LMP,33
14353200,14352847,Earth,02:07:33:57,"11, Houston. The white spot you see on your monitor, our TV people say it is a burn spot; but they expect it to dissipate after a couple of hours. Over.",CC,31
14353200,14351724,Spacecraft,02:07:52:40,I can read the letters on the hatch cover. It's a boost cover release; and the big yellow arrow that points toward the opening - place where the tool B goes.,LMP,31
14353200,14349807,Earth,02:08:24:37,"Roger, Neil. It's really a super picture. We've got the ACA, your ACA, the picture of the throttle, the 90-degree bracket. We see your handles, and now over to the bracket.",CC,31
14353200,14349759,Spacecraft,02:08:25:25,"That's about the position we'll be putting the camera in after the initial descent on the ladder, and it'll be taken 1 frame a second for most of the EVA.",LMP,30
14353200,14351419,Earth,02:07:57:45,"11, Houston. We have a good view out of the rendezvous - correction, the overhead window of the LM. We don't see anybody staring back at us, though. Over.",CC,29
14353200,14350223,Earth,02:08:17:41,"11, Houston. Your show is going out to the U.S. now. We're about to get the satellite up. It'll be transmitted to some other countries after that. Over.",CC,28
14353200,14352280,Earth,02:07:43:24,"11, Houston. That's a real good view we have of the AOT. You're back now, Buzz, and notice you're taking down one of the window shades. Over.",CC,27
14353200,14352215,Spacecraft,02:07:44:29,"Yes, the lighting in the LM is very nice now, just like completely daylight; and everything is visible. A good bit lighter than the tunnel was earlier.",CDR,27
14353200,14352140,Earth,02:07:45:44,"11, Houston. We see you removing the ISA now, folding it up, putting it up on the AOT. The instrument panels are coming into view behind.",CC,26
14353200,14350292,Spacecraft,02:08:16:32,"No, what's happening is, we get pretty close to the window now and then, and it drives the automatic light control into the stop, I think.",LMP,26
14353200,14350187,Earth,02:08:18:17,"Apollo 11, Houston. We keep marveling about the color and the clarity of the picture. It's really difficult to describe. It's - It's just perfect. Over.",CC,26
14353200,14351140,Earth,02:08:02:24,"We can read the markings on the instruments for the glycol pressure, quantity, PCO2. You can even read the scale on the eight ball. Over.",CC,25
14353200,14350498,Spacecraft,02:08:13:06,"It's hard to tell at this density and pressure of gas, but comfort level is about the - about the same as the command module.",LMP,25
14353200,14349721,Spacecraft,02:08:26:03,"Our monitor is a little bit wavy, so it's hard for us to tell when we're - when we've got a steady picture for you.",LMP,25
14353200,14352692,Spacecraft,02:07:36:32,"Roger. There's that same guy that, when you open up the door, why, he's waiting there for you, and he turns the lights on.",CMP,24
14353200,14351740,Spacecraft,02:07:52:24,I can see the hatch and all the - all the EVA handrails. First time we've seen the silvery outside of the command module.,LMP,24
14353200,14350273,Spacecraft,02:08:16:51,"Yes, I had the switch on OUTSIDE while I was going through the overhead window. That may be what's contributing to some of it.",LMP,24
14353200,14350259,Earth,02:08:17:05,"11, Houston. We seem to be picking up a few more dust particles now. We see them quite clearly in the screen now. Over.",CC,24
14353200,14349609,Spacecraft,02:08:27:55,"That was - That was me picking up some particles of paint that were floating through the air in front of the camera, there.",CDR,24
14353200,14351826,Earth,02:07:50:58,"Apollo 11, Houston. Buzz, it appears that you're intending to put on the Sun filter and view the Sun through the AOT. Over.",CC,23
14353200,14351815,Spacecraft,02:07:51:09,"Yes, unfortunately it looks like it's down a little bit more towards ... than I can be able to see in the AOT.",LMP,23
14353200,14350535,Earth,02:08:12:29,"Apollo 11, Houston. Could you give us a few comments on your crew comfort with the CSM hoses moving the air around? Over.",CC,23
14353200,14350412,Spacecraft,02:08:14:32,- - some particles jumping around on your screen. That's just dust particles that are being illuminated by Sun shafting in the window.,LMP,23
14353200,14352978,Spacecraft,02:07:31:46,"I'm standing 6 feet from it, Charlie, and you can read it better than I can. There's something wrong with the system.",LMP,22
14353200,14351749,Spacecraft,02:07:52:15,We got a beautiful view of the side of the command module out of the AOT looking in the left rear detent.,LMP,22
14353200,14350963,Spacecraft,02:08:05:21,"As an alternative to that, why, we could wait LOI day and do it then when we transfer over to LM power.",LMP,22
14353200,14350677,Earth,02:08:10:07,"Apollo 11, Houston. About 50 percent of the time, we're getting high bit rate off the OMNI's when you're in PTC. Over.",CC,22
14353200,14350309,Earth,02:08:16:15,"11, Houston. Our view of the Panel 11 is - gets brighter, then darker. Are you changing the f-stop at all? Over.",CC,22
14353200,14350206,Spacecraft,02:08:17:58,Roger. I'm checking out this window bracket where I'll be putting it for the EVA pictures of Neil going down the ladder.,LMP,22
14353200,14349698,Spacecraft,02:08:26:26,"Okay. They don't in our monitor, and that leads us to make some corrections to the camera, which probably aren't required sometimes.",LMP,22
14353200,14351627,Spacecraft,02:07:54:17,"We don't have - We don't have any circulation in here, and it might get a little on the warm side.",LMP,21
14353200,14351303,Earth,02:07:59:41,"We had a slight glimpse of Mike in the rendezvous window at that time. It's pretty murky looking into there, though.",CC,21
14353200,14351027,Earth,02:08:04:17,"11, Houston. That's a good view of the eight ball. We see - You can even read the OFF flag, there.",CC,21
14353200,14350402,Earth,02:08:14:42,"Roger. They're very clear now. Over. And that's a good view of Neil's - correction, of Buzz's circuit breaker panel, there.",CC,21
14353200,14350163,Spacecraft,02:08:18:41,"I'll tell you, those new knobs really make it easy to twist the thing and get it cinched down quite tight.",LMP,21
14353200,14352494,Earth,02:07:39:50,"11, we have a good view of the window there. It looks like the Sun's finally coming through the shade.",CC,20
14353200,14352336,Spacecraft,02:07:42:28,"It is the white index, is it not, that you're interested in comparing whether it's in the red or green?",LMP,20
14353200,14352267,Spacecraft,02:07:43:37,How's the Sun coming in? How's the Sun coming in from this direction going to affect what you can see?,LMP,20
14353200,14351614,Spacecraft,02:07:54:30,We'll - We'll put up a couple of hoses in the command module here and get a little circulation going.,CMP,20
14353200,14351532,Spacecraft,02:07:55:52,"Charlie, I'll give you a view out of the overhead window, back looking at the command module right-hand rendezvous window.",LMP,20
14353200,14350808,Earth,02:08:07:56,"11, your friendly geologist says it's the camera cank- crank, excuse me, for the 16-sequence camera if it jams. Over.",CC,20
14353200,14349713,Earth,02:08:26:11,"11, we have no complaints at all. We don't see that waviness on our picture. It's just really great. Over.",CC,20
14353200,14353079,Spacecraft,02:07:30:05,"Well, the docking latches look good today just like they did yesterday. Everything up in there looks just fine.",CMP,19
14353200,14352880,Spacecraft,02:07:33:24,Looks like we'll be ready to go into the LM early if that's okay with you all down there.,CDR,19
14353200,14352714,Earth,02:07:36:10,"11, Houston. We're really amazed at the quality of the picture up in the tunnel. It's really superb. Over.",CC,19
14353200,14350916,Earth,02:08:06:08,"Okay. On the LM cameras, we'd like you to do it on LOI day with the LM power. Over.",CC,19
14353200,14353114,Earth,02:07:29:30,Roger. It's pretty - It's gathering pretty well to us. We see everything quite clearly up in there.,CC,18
14353200,14351883,Spacecraft,02:07:50:01,"We're going to go ahead and take all the Moon data on back into the command module, Charlie.",LMP,18
14353200,14351256,Earth,02:08:00:28,"Apollo 11, Houston. Our recommendation for the ISA is to stow it back over the instrument panel. Over.",CC,18
14353200,14350483,Spacecraft,02:08:13:21,"It was a little warmer or stuffier when we first got in, but it seems to be improving.",LMP,18
14353200,14350334,Spacecraft,02:08:15:50,I can just barely see the handrail on the front porch from the position on the right-hand window.,LMP,18
14353200,14350022,Earth,02:08:21:02,"Buzz, we see you putting your window guard in place there, and back up to the ISA now.",CC,18
14353200,14349602,Earth,02:08:28:02,"Roger, Neil. We got it. It appears to us that Neil's about to check the Velcro mat, there.",CC,18
14353200,14352758,Earth,02:07:35:26,"Roger. Copy, 11. We see that very clearly. Is that you, Buzz, with your hand on it?",CC,17
14353200,14352611,Earth,02:07:37:53,"Hello, 11. Houston. We got a view of the PLSS there, off the right of our screen.",CC,17
14353200,14352179,Spacecraft,02:07:45:05,"Hey, I'm pointing it at the front hatch now. Everything seems to be in place down there.",LMP,17
14353200,14351636,Spacecraft,02:07:54:08,"Charlie, is there any concern about the duration that we ought to have the window shades open?",LMP,17
14353200,14350818,Spacecraft,02:08:07:46,"It's got an arrow on the back, and it says ""turn,"" but I'm afraid to turn it.",LMP,17
14353200,14350173,Earth,02:08:18:31,"And, 11, it doesn't look like you're having too much trouble with that bracket up there, Buzz.",CC,17
14353200,14353136,Earth,02:07:29:08,"11, Houston. The lighting up in there looks very good to us at this time. Over.",CC,16
14353200,14352479,Earth,02:07:40:05,That's affirmative. This attitude put both windows right toward the Sun - or the LM. Over.,CC,16
14353200,14351505,Earth,02:07:56:19,"Well, we see it now. Thanks a lot, Buzz. That's a good view through the overhead.",CC,16
14353200,14349816,Spacecraft,02:08:24:28,"Our monitor shows pretty good, clear pictures from this angle. I already found the 90-degree bracket.",CDR,16
14353200,14353159,Earth,02:07:28:45,"11, Houston. The tunnel looks pretty clear to us. Somebody going up there now. Over.",CC,15
14353200,14352530,Earth,02:07:39:14,"Apollo 11, Houston. We'd like you to read out the LCG reservoir sight level. Over.",CC,15
14353200,14352451,Earth,02:07:40:33,Roger. And we see right now the utility light or either the floodlight up there.,CC,15
14353200,14352330,Earth,02:07:42:34,"Stand by. That's affirmative, Buzz. It looks good. That's a good reading for us. Over.",CC,15
14353200,14352306,Spacecraft,02:07:42:58,I'll open up the windows and see what the lighting condition's going to be like.,LMP,15
14353200,14352236,Spacecraft,02:07:44:08,"Well, let's - I'm turned around, why I took the shade off my side first.",LMP,15
14353200,14352201,Earth,02:07:44:43,"Roger. We got a good view now, Neil, of the DEDA; and also Buzz's ACA.",CC,15
14353200,14351696,Earth,02:07:53:08,I was just saying we got a great shot looking back into the command module.,CC,15
14353200,14351014,Earth,02:08:04:30,"You can see the signal strength meter for the radar, read the numbers on it.",CC,15
14353200,14350693,Spacecraft,02:08:09:51,"Houston, 11. Are you still getting high bit rate off the OMNI's at this distance?",CMP,15
14353200,14350600,Earth,02:08:11:24,"Apollo 11, Houston. Neil, at this attitude you look like you're about 12 feet long.",CC,15
14353200,14353122,Spacecraft,02:07:29:22,I think that's mostly the camera. It - it's subdued to say the least.,CDR,14
14353200,14353039,Earth,02:07:30:45,"11, Houston. We can even read the decals up there on the LM hatch.",CC,14
14353200,14352378,Earth,02:07:41:46,"11, Houston. We didn't quite decipher that signal that just came from the CMP.",CC,14
14353200,14352318,Earth,02:07:42:46,We had a shot moment - a moment ago of the suit disconnect valve.,CC,14
14353200,14352047,Earth,02:07:47:17,"11, Houston. It's pretty hard to describe this view. It's really - really great.",CC,14
14353200,14351296,Spacecraft,02:07:59:48,"Okay. Here he is; I've got him. I've got, him on the monitor now.",LMP,14
14353200,14351077,Earth,02:08:03:27,We see you raised the cover on the abort stage. We don't recommend that.,CC,14
14353200,14351060,Spacecraft,02:08:03:44,The restraints in here do a pretty good job of pulling my pants down.,LMP,14
14353200,14350590,Spacecraft,02:08:11:34,It seems like I always find myself upside-down in whatever I'm doing around here.,CDR,14
14353200,14349965,Spacecraft,02:08:21:59,"Houston, ask FAO if the 90-degree bracket isn't stowed in the Commander's stowage assembly.",LMP,14
14353200,14353031,Spacecraft,02:07:30:53,"Well, let me zoom it up and see how much you can read.",LMP,13
14353200,14352896,Earth,02:07:33:08,"That's a real good view of the LM hatch handle there, 11. 0ver.",CC,13
14353200,14352484,Spacecraft,02:07:40:00,"Yes, I'm afraid it's - We're just about plus Z toward the Sun.",LMP,13
14353200,14352228,Earth,02:07:44:16,Roger. We copy. The light level for the TV is really excellent. Over.,CC,13
14353200,14352065,Spacecraft,02:07:46:59,The vehicle is surprisingly free of any debris floating around. It's very clean.,LMP,13
14353200,14351341,Spacecraft,02:07:59:03,"Charlie, can you see Mike's two eyeballs staring out through the rendezvous window?",LMP,13
14353200,14352987,Earth,02:07:31:37,"Thank you very much, sir. At least I passed my eye test.",CC,12
14353200,14352870,Earth,02:07:33:34,"Roger. It's fine with us, Neil. Go ahead anytime you wish. Over.",CC,12
14353200,14352634,Earth,02:07:37:30,"Well, great. Looks good to us. We see the helmet storage bag.",CC,12
14353200,14352346,Earth,02:07:42:18,"Stand by. Roger, Buzz. That looks good to us. Thank you much.",CC,12
14353200,14351289,Earth,02:07:59:55,"Okay. We see him staring back at us now. Hello, in there.",CC,12
14353200,14351051,Earth,02:08:03:53,"Roger. We haven't quite got that before the 50,000,000 TV audience, yet.",CC,12
14353200,14349705,Spacecraft,02:08:26:19,Do the edges of the window look like straight lines to you?,LMP,12
14353200,14352562,Spacecraft,02:07:38:42,"Roger. I'm halfway in, hanging out. Start turning around, I guess.",LMP,11
14353200,14352462,Earth,02:07:40:22,"We had a view, Buzz, of the utility light cord. ...",CC,11
14353200,14352453,Spacecraft,02:07:40:31,Now let me show you a view looking the other way.,LMP,11
14353200,14352106,Earth,02:07:46:18,"11, Houston. That's really a super shot of the main display.",CC,11
14353200,14352000,Earth,02:07:48:04,"11, Houston. That's a good shot of Neil's PLSS, there. Over.",CC,11
14353200,14350522,Spacecraft,02:08:12:42,"Well, it's picking up a little bit on circulation in here.",LMP,11
14353200,14350055,Earth,02:08:20:29,Roger. Looks like to us it's going to work real well.,CC,11
14353200,14349869,Earth,02:08:23:35,"11, Houston. Buzz, you still looking for that 90-degree bracket? Over.",CC,11
14353200,14349857,Earth,02:08:23:47,Roger. We'll have a word for you in just a moment.,CC,11
14353200,14349744,Earth,02:08:25:40,Houston copies. Out. That's a real good view of that camera.,CC,11
14353200,14349685,Earth,02:08:26:39,"Buzz, we have no complaints at all. It's a magnificent picture.",CC,11
14353200,14352706,Spacecraft,02:07:36:18,"It is, considering the amount of light up in there.",LMP,10
14353200,14352637,Earth,02:07:37:27,Now we can see the helmet stowage bag - -,CC,10
14353200,14352469,Spacecraft,02:07:40:15,"Well, that may be good in some respects, but -",LMP,10
14353200,14351333,Earth,02:07:59:11,"11, Houston. Stand by. We haven't picked him up yet.",CC,10
14353200,14351322,Spacecraft,02:07:59:22,You are looking through a lot of layers of glass.,LMP,10
14353200,14351150,Earth,02:08:02:14,We can even see the barber pole on the talkbacks.,CC,10
14353200,14350053,Spacecraft,02:08:20:31,"Give it enough room to - Yes, I think so.",LMP,10
14353200,14352173,Earth,02:07:45:11,"Roger, we got the dump valves in view. Over.",CC,9
14353200,14352112,Earth,02:07:46:12,Stand by. We'll have an answer for you momentarily.,CC,9
14353200,14351709,Earth,02:07:52:55,Roger. Great shot now back down into the -,CC,9
14353200,14350829,Earth,02:08:07:35,Roger. Stand by. We can't figure it out either.,CC,9
14353200,14350734,Earth,02:08:09:10,"The shades couldn't quite hack it, there, Buzz. Over.",CC,9
14353200,14350517,Earth,02:08:12:47,"What do you estimate the temperature is, Buzz? Over.",CC,9
14353200,14350415,Spacecraft,02:08:14:29,You may be able to see some - -,LMP,9
14353200,14350078,Earth,02:08:20:06,"11, Houston. Buzz, how does the alignment look, there?",CC,9
14353200,14353151,Spacecraft,02:07:28:53,It's Mike checking his connectors up there now.,CDR,8
14353200,14352704,Spacecraft,02:07:36:20,Roger. We're about to open our hatch now.,CMP,8
14353200,14351070,Spacecraft,02:08:03:34,Yes. We're going to tape that one over.,LMP,8
14353200,14350776,Spacecraft,02:08:08:28,There's that word again. The ancillary stowage container.,LMP,8
14353200,14350247,Spacecraft,02:08:17:17,"Yes, I'm choking on one every so often.",LMP,8
14353200,14352686,Earth,02:07:36:38,How about that. Just like the refrigerator.,CC,7
14353200,14352636,Spacecraft,02:07:37:28,We don't see anything loose up there.,LMP,7
14353200,14352569,Earth,02:07:38:35,"11, Houston. Buzz, you already in? Over.",CC,7
14353200,14352391,Earth,02:07:41:33,"11, Houston. That's really a beautiful shot.",CC,7
14353200,14352034,Spacecraft,02:07:47:30,"Okay. Neil's OPS is about 57, 5800.",LMP,7
14353200,14351475,Earth,02:07:56:49,There we go. We got it now.,CC,7
14353200,14351306,Earth,02:07:59:38,"11, Houston. We had a - -",CC,7
14353200,14351068,Spacecraft,02:08:03:36,We're going to tape that one over.,LMP,7
14353200,14350952,Earth,02:08:05:32,Roger. Stand by. We'll have an answer.,CC,7
14353200,14349859,Spacecraft,02:08:23:45,"Yes, he is looking for it now.",CDR,7
14353200,14349615,Earth,02:08:27:49,"What was that, Buzz, you're chasing now?",CC,7
14353200,14353072,Earth,02:07:30:12,That sounds fine to us. Over.,CC,6
14353200,14352761,Spacecraft,02:07:35:23,"Okay, the dump valve is actuated.",CMP,6
14353200,14352041,Spacecraft,02:07:47:23,Now you know how we feel.,LMP,6
14353200,14351703,Spacecraft,02:07:53:01,And left on the - -,CMP,6
14353200,14351608,Earth,02:07:54:36,Sounds like a good idea. Over.,CC,6
14353200,14351486,Spacecraft,02:07:56:38,One washer's on by the overhead.,LMP,6
14353200,14350507,Spacecraft,02:08:12:57,"Oh, I'd say maybe 73, 75.",LMP,6
14353200,14352989,Spacecraft,02:07:31:35,"Hey, you get an A-plus.",LMP,5
14353200,14352028,Spacecraft,02:07:47:36,"And mine's about 5800, also.",LMP,5
14353200,14350905,Spacecraft,02:08:06:19,Okay. That's what we'll do.,LMP,5
14353200,14350794,Spacecraft,02:08:08:10,All very well. Thank you.,LMP,5
14353200,14352411,Earth,02:07:41:13,We see you waving.,CC,4
14353200,14352268,Earth,02:07:43:36,The light is superb.,CC,4
14353200,14351700,Earth,02:07:53:04,"Go ahead, Buzz. Over.",CC,4
14353200,14351567,Spacecraft,02:07:55:17,That we will do.,LMP,4
14353200,14351492,Spacecraft,02:07:56:32,One washer on -,LMP,4
14353200,14351304,Spacecraft,02:07:59:40,... on my monitor.,LMP,4
14353200,14350918,Spacecraft,02:08:06:06,"We understood that, Charlie.",LMP,4
14353200,14350484,Earth,02:08:13:20,You probably - -,CC,4
14353200,14350282,Earth,02:08:16:42,I think that's right.,CC,4
14353200,14352830,Spacecraft,02:07:34:14,Roger. Thank you.,LMP,3
14353200,14352517,Spacecraft,02:07:39:27,Okay. Stand by.,CMP,3
14353200,14351988,Spacecraft,02:07:48:16,"No, that's mine.",LMP,3
14353200,14351450,Earth,02:07:57:14,Roger. Sounds good.,CC,3
14353200,14351242,Spacecraft,02:08:00:42,Roger. Will do.,LMP,3
14353200,14350966,Earth,02:08:05:18,"Stand by, Buzz.",CC,3
14353200,14350688,Earth,02:08:09:56,"Stand by, Mike.",CC,3
14353200,14350667,Spacecraft,02:08:10:17,Okay. Thank you.,CMP,3
14353200,14350477,Earth,02:08:13:27,Houston copies. Out.,CC,3
14353200,14351697,Spacecraft,02:07:53:07,Say again.,LMP,2
14353200,14351630,Earth,02:07:54:14,Stand by.,CC,2
14353200,14351067,Earth,02:08:03:37,We concur.,CC,2
14353200,14350665,Earth,02:08:10:19,You're welcome.,CC,2
14353200,14350416,Earth,02:08:14:28,"11, Houston.",CC,2
14353200,14350413,Earth,02:08:14:31,Go ahead.,CC,2
14353200,14349955,Earth,02:08:22:09,Stand by.,CC,2
14353200,14349702,Earth,02:08:26:22,That's affirmative.,CC,2
14353200,14353144,Earth,02:07:29:00,Roger.,CC,1
14353200,14353027,Earth,02:07:30:57,Okay.,CC,1
14353200,14352970,Earth,02:07:31:54,Roger.,CC,1
14353200,14352888,Spacecraft,02:07:33:16,Roger.,CDR,1
14353200,14352751,Spacecraft,02:07:35:33,Yes.,CMP,1
14353200,14352750,Spacecraft,02:07:35:34,Roger.,LMP,1
14353200,14352701,Earth,02:07:36:23,Roger.,CC,1
14353200,14352558,Earth,02:07:38:46,Roger.,CC,1
14353200,14352322,Spacecraft,02:07:42:42,Okay.,LMP,1
14353200,14352171,Spacecraft,02:07:45:13,Roger.,LMP,1
14353200,14352060,Earth,02:07:47:04,Roger.,CC,1
14353200,14352029,Earth,02:07:47:35,Copy.,CC,1
14353200,14352025,Earth,02:07:47:39,Copy.,CC,1
14353200,14351877,Earth,02:07:50:07,Roger.,CC,1
14353200,14351807,Earth,02:07:51:17,Roger.,CC,1
14353200,14351741,Earth,02:07:52:23,Roger.,CC,1
14353200,14351695,Spacecraft,02:07:53:09,...,LMP,1
14353200,14351679,Earth,02:07:53:25,Roger.,CC,1
14353200,14351621,Earth,02:07:54:23,Roger.,CC,1
14353200,14351523,Earth,02:07:56:01,Roger.,CC,1
14353200,14351482,Earth,02:07:56:42,Roger.,CC,1
14353200,14351069,Earth,02:08:03:35,Roger.,CC,1
14353200,14350769,Earth,02:08:08:35,Roger.,CC,1
14353200,14350502,Earth,02:08:13:02,Roger.,CC,1
14353200,14350325,Earth,02:08:15:59,Roger.,CC,1
14353200,14350266,Earth,02:08:16:58,Roger.,CC,1
14353200,14350196,Earth,02:08:18:08,Roger.,CC,1
14353200,14350154,Earth,02:08:18:50,Roger.,CC,1
14349600,14349578,Spacecraft,02:08:28:26,"Okay. For those of you that don't know, this is where we log most of our data for each of the LM maneuvers, and we have another card like this that the timeline book that is laid down on the table in front of the data display keyboard; and it's on this timeline that we have all our procedures. But we obviously have to hold these in place in zero g, so we make use of the Velcro patches on the back and on the table so we can attach these down here; and then we just turn the pages over when we go to new sequences in our timeline of procedures.",LMP,112
14349600,14349383,Spacecraft,02:08:31:41,"We're giving you a picture now of the floor of the cabin. I think you can see the - one of the two portable life support system backpacks here in the center, and on each side, we have the two helmet visors. I'll remove one of them and show you a little closer view of what this looks like.",LMP,59
14349600,14348524,Spacecraft,02:08:46:00,"We've got a little more work to do up here, Charlie. We're going to make sure that we have everything transferred around and stowed the way we want it and try to get a little bit ahead on tomorrow's timeline. I suppose that we could be out of there in another half hour or so if it was necessary.",CDR,59
14349600,14349040,Spacecraft,02:08:37:24,"The traverse from the bottom of the LM to the aft bulkhead of the command module must be about 16, 20 feet. It's not a disorienting one at all, but it's most interesting to contemplate just pushing off from one and bounding on into the other vehicle all the way through the tunnel.",CDR,53
14349600,14346177,Earth,02:09:25:07,"11, Houston. A little information to you there, CDR. We've all taken a momentary brief respite from out work here to have some special - to have a bite of special moon cheese that is - I understand it's been sent to us directly from Wapakoneta, your own hometown. Over.",CC,50
14349600,14348903,Earth,02:08:39:41,"Neil, we have a very clear picture. The only thing that we see is a little white dot in the bottom of our screen, which is - our TV guys say is an - apparently a burned out spot in the camera, but it should come back. Over.",CC,48
14349600,14347599,Earth,02:09:01:25,"Apollo 11, Houston. We'd like to terminate the TV. We don't - We think we got a really - a good tape. That hour and a half show was superb. And we'd like to pick up TV - correction - PTC at about 58 hours. Over.",CC,46
14349600,14349458,Earth,02:08:30:26,"11, Houston. That was a good shot of Panel 2. Now we got Panel 3 in view with the TEMP MONITOR switch. The stabilization - station and control panel, we see now, with the MODE CONTROL switches. Now over to the rendezvous radar. Real good.",CC,45
14349600,14347439,Earth,02:09:04:05,"Apollo 11, Houston. Our recommendations on the activities for the next hour or so, as far as flight plan goes, are: Continue your LM familiarization as desired until about 58 hours, then ingress to the CSM, close the hatch, and establish PTC shortly thereafter. Over.",CC,45
14349600,14347663,Earth,02:09:00:21,"11, Houston. We were wondering, Neil, with your closing comment on the TV, if you were going to turn it off. It indicated that you might be considering turning it back on. We were wondering whether we want to keep the lines up. Over.",CC,44
14349600,14348490,Spacecraft,02:08:46:34,"Okay. We'd like to get a flight plan update from you for the next couple of hours, here. When you think what the various constraints might be and what - what order you might like us to do things.",CDR,39
14349600,14348790,Earth,02:08:41:34,"11, Houston. We see the - still see the banding along the intratropical convergence. I guess the most predominate one now is around the - up in the - around the equator or slightly north of the equator.",CC,38
14349600,14348733,Spacecraft,02:08:42:31,"And Charlie, I'd like to say hello to all my fellow scouts and scouters at Farragut State Park in Idaho having a National Jamboree there this week; and Apollo 11 would like to send them best wishes.",CDR,37
14349600,14347649,Spacecraft,02:09:00:35,"Well, we want your recommendation on that, but I think we would just as soon, ourselves, terminate the TV. But if you have a commitment to keep, we'd be more than willing to turn it back on.",CDR,37
14349600,14346577,Earth,02:09:18:27,"11, Roger. We've had reports all the marks have been good all the - the last couple of times you've run them. Just a moment; I'll get you some information on the apparent drift rate.",CC,35
14349600,14348944,Spacecraft,02:08:39:00,"That's the Earth, and we have a very good view of it today. There are a few more cloud bands on than yesterday when we beamed down to you, but it's a beautiful sight.",CDR,34
